po_number,supplier,supplier_name,currency,country,purchase_date,material,plant,material_type,raw_material,raw_material_type,material_name,material_type_name,item,price,po_uom,delivery_date,po_qty,receive_po_qty,exchange_rate,total_price,total_price_krw,receive_total_price,receive_total_price_krw,pr_number,pr_item,completion_flag
4000000131,HF0033,The Boeing Company (TMX),USD,US,2015-11-16,9549H2000026,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),10,0.291,IN,2016-01-22,5760,5760,1209.9,1676.16,2027960,1676.16,2027960,,,X
4000000130,HF0009,First Call,USD,US,2015-11-16,BACB30YP5K3,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),10,0.84,EA,2016-01-22,420,420,1209.9,352.8,427130,352.8,427130,,,X
4000000149,HF0009,First Call,USD,US,2016-01-22,BACB30YP6K6,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),10,0.75,EA,2016-01-22,60,60,1209.9,45,54450,45,54450,,,X
4000000149,HF0009,First Call,USD,US,2016-01-22,BACR15BA4A4R5C,H2A,MTC,,,"RIVET, 100 DEG",H/W(HR),20,6.6,EA,2016-01-22,100,100,1209.9,660,798600,660,798600,,,X
4000000150,HF0009,First Call,USD,US,2016-01-27,BACB30YP5K3,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),10,1.5,EA,2016-01-26,1000,1000,1194.4,1500,1791000,1500,1791000,,,X
4000000151,HF0033,The Boeing Company (TMX),USD,US,2016-01-31,9545H2000033,H2A,MTE,Al,Plate,AL PLATE,원자재(OR),10,0.217,SI,2016-01-26,21024.75,21024.75,1194.4,4562.371,5447028,4562.371,5447028,,,X
4000000152,HF0008,"QRP, Incorporated, A CAM Company",USD,US,2016-01-31,BACH20X2,H2A,MTC,,,HINGE ASSEMBLY 90 DEG GOOSENECK,H/W(HR),10,39.18,EA,2016-01-29,208,208,1208.4,8149.44,9843992,8149.44,9843992,,,X
4000000152,HF0008,"QRP, Incorporated, A CAM Company",USD,US,2016-01-31,BACH20X3,H2A,MTC,,,HINGE ASSEMBLY 90 DEG GOOSENECK,H/W(HR),20,27.92,EA,2016-01-29,208,208,1208.4,5807.36,7014856,5807.36,7014856,,,X
4000000148,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-01-14,BACB28AT14D048Z,H2A,MTC,,,G BUSH - FILLET FAIRING - INBD FLAP,H/W(HR),10,7.21,EA,2016-02-01,140,140,1206.2,1009.4,1216854,1009.4,1216854,,,X
4000000148,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-01-14,BACB28AT14D048Z,H2A,MTC,,,G BUSH - FILLET FAIRING - INBD FLAP,H/W(HR),20,7.21,EA,2016-02-01,104,104,1206.2,749.84,904500,749.84,904500,,,X
4000000153,HF0033,The Boeing Company (TMX),USD,US,2016-02-04,9545H2000037,H2A,MTE,Al,Plate,AL PLATE,원자재(OR),60,0.67,SI,2016-02-12,7008.25,7008.25,1197,4695.528,5621112,4695.528,5621112,,,X
4000000153,HF0033,The Boeing Company (TMX),USD,US,2016-02-04,9545H2000039,H2A,MTE,Al,sheet,AL BARE SHEET,원자재(OR),20,0.016,SI,2016-02-12,34560,34560,1197,552.96,661941,552.96,661941,,,X
4000000156,HF0001,CBOL Corporation.,USD,US,2016-02-15,6850H2000011,H2A,MTD,,,GREASE,간접부자재(IR),10,38.636,CN,2016-02-13,6.6,0,1197,254.998,305235,0,0,,,X
4000000156,HF0001,CBOL Corporation.,USD,US,2016-02-15,BAC1535-08,H2A,MTC,,,"SHIM, LAMINATED",H/W(HR),20,0.36,EA,2016-02-13,680,680,1197,244.8,293265,244.8,293265,,,X
4000000157,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-02-15,BACB30LH2-4,H2A,MTC,,,BOLT(B),H/W(HR),10,0.94,EA,2016-02-15,300,300,1206.5,282,340374,282,340374,,,X
4000000157,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-02-15,BACC30AB6C,H2A,MTC,,,"COLLAR, PRELOAD(B)",H/W(HR),20,2.36,EA,2016-02-15,55,55,1206.5,129.8,156910,129.8,156910,,,X
4000000157,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-02-15,BACC30BL5,H2A,MTC,,,"COLLAR, SHEAR(B)",H/W(HR),30,0.26,EA,2016-02-15,6400,6400,1206.5,1664,2008448,1664,2008448,,,X
4000000157,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-02-15,BACN10JC08CD,H2A,MTC,,,SELF-LOCKING NUT(B),H/W(HR),40,0.85,EA,2016-02-15,1600,1600,1206.5,1360,1641520,1360,1641520,,,X
4000000158,HF0002,"AMI Metals, Inc.",USD,US,2016-02-16,9545H2000050,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),20,0.039,SI,2016-02-16,41472,41472,1209.9,1617.408,1956570,1617.408,1956570,,,X
4000000158,HF0002,"AMI Metals, Inc.",USD,US,2016-02-16,9545H2000048,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),10,0.044,SI,2016-02-16,20736,20736,1209.9,912.384,1103520,912.384,1103520,,,X
4000000163,HD0004,알코닉코리아,KRW,KR,2016-02-18,9545H2000006,H2A,MTE,Al,Extrusion,AL EXTRUSION (N),원자재(OR),10,1540948,EA,2016-02-18,88,88,1,135603424,135603424,135603424,135603424,,,X
4000000176,HF0016,CNK Inc,USD,US,2016-02-25,S302T001-209,H2A,MTC,,,BEARING,H/W(HR),10,241,EA,2016-02-25,9,9,1234.8,2169,2678715,2169,2678715,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001630,HKP,MTM,,,KAI 직구매 자재,CTS,10,4.58,EA,2016-02-26,105,105,1236.1,480.9,594516,480.9,594516,,,X
4000000166,HF0008,"QRP, Incorporated, A CAM Company",USD,US,2016-02-18,BACH20X3,H2A,MTC,,,HINGE ASSEMBLY 90 DEG GOOSENECK,H/W(HR),20,27.92,EA,2016-03-01,208,208,1235.4,5807.36,7171645,5807.36,7171645,,,X
4000000166,HF0008,"QRP, Incorporated, A CAM Company",USD,US,2016-02-18,BACH20X2,H2A,MTC,,,HINGE ASSEMBLY 90 DEG GOOSENECK,H/W(HR),10,39.18,EA,2016-03-01,208,208,1235.4,8149.44,10064015,8149.44,10064015,,,X
4000000177,HF0015,DULY,USD,US,2016-03-01,8010H2000015,H2A,MTF,,,ENAMEL,페인트상온자재(PR),20,126.693,ML,2016-03-01,4,4,1235.4,506.772,626145,506.772,626145,,,X
4000000177,HF0015,DULY,USD,US,2016-03-01,8010H2000016,H2A,MTF,,,ENAMEL,페인트상온자재(PR),30,126.693,ML,2016-03-01,12,12,1235.4,1520.316,1877200,1520.316,1877200,,,X
4000000177,HF0015,DULY,USD,US,2016-03-01,8010H2000018,H2A,MTF,,,PRIMER,페인트상온자재(PR),10,52.855,ML,2016-03-01,36,36,1235.4,1902.78,2350205,1902.78,2350205,,,X
4000000101,HF0033,The Boeing Company (TMX),USD,US,2015-07-03,9549H2000033,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),80,2.525,IN,2016-03-04,6192,6192,1218.9,15634.8,19059065,15634.8,19059065,,,X
4000000101,HF0033,The Boeing Company (TMX),USD,US,2015-07-03,9549H2000029,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),40,3.458,IN,2016-03-04,3312,3312,1218.9,11452.896,13961207,11452.896,13961207,,,X
4000000101,HF0033,The Boeing Company (TMX),USD,US,2015-07-03,9549H2000028,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),30,2.57,IN,2016-03-04,3600,3600,1218.9,9252,11278188,9252,11278188,,,X
4000000101,HF0033,The Boeing Company (TMX),USD,US,2015-07-03,9549H2000039,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),70,2.674,IN,2016-03-04,4032,4032,1218.9,10781.568,13143258,10781.568,13143258,,,X
4000000101,HF0033,The Boeing Company (TMX),USD,US,2015-07-03,9549H2000041,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),90,3.02,IN,2016-03-04,2736,2736,1218.9,8262.72,10072597,8262.72,10072597,,,X
4000000101,HF0033,The Boeing Company (TMX),USD,US,2015-07-03,9549H2000042,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),100,2.453,IN,2016-03-04,2736,2736,1218.9,6711.408,8180709,6711.408,8180709,,,X
4000000153,HF0033,The Boeing Company (TMX),USD,US,2016-02-04,9545H2000040,H2A,MTE,Al,sheet,AL BARE SHEET,원자재(OR),30,0.026,SI,2016-03-07,34560,34560,1208.5,898.56,1086891,898.56,1086891,,,X
4000000160,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-02-17,BACS40V008F019,H2A,MTC,,,"SHIM, LAMINATED, Raw material : BAC1535-62",H/W(HR),10,1.88,EA,2016-03-08,270,270,1200.7,507.6,610108,507.6,610108,,,X
4000000175,HF0002,"AMI Metals, Inc.",USD,US,2016-02-24,9545H2000056,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),10,0.036,SI,2016-03-10,6912,6912,1214.5,248.832,302535,248.832,302535,,,X
4000000172,HF0002,"AMI Metals, Inc.",USD,US,2016-02-24,9545H2000014,H2A,MTE,Al,sheet,AL CLAD SHEET,원자재(OR),10,0.022,SI,2016-03-10,41472,41472,1214.5,912.384,1108080,912.384,1108080,,,X
4000000179,HF0016,CNK Inc,USD,US,2016-03-06,NAS1104-40D,H2A,MHW,,,"NAS1104-40D, BOLT",가공H/W,10,7.94,EA,2016-03-11,30,30,1208.8,238.2,287742,238.2,287742,,,X
4000000178,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACB30YP5K6,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),20,1.56,EA,2016-03-11,10,10,1208.8,15.6,19344,15.6,19344,,,X
4000000178,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACR15BA4D4R5C,H2A,MTC,,,"RIVET, SOLID",H/W(HR),10,0.05,EA,2016-03-11,300,300,1208.8,15,18135,15,18135,,,X
4000000178,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACB30FN5A6,H2A,MTC,,,BOLT,H/W(HR),30,2.38,EA,2016-03-11,10,10,1208.8,23.8,29016,23.8,29016,,,X
4000000164,HF0017,ARCONIC,USD,US,2016-02-18,9545H2000007,H2A,MTE,Al,Extrusion,AL EXTRUSION (N),원자재(OR),10,2571.22,EA,2016-03-13,14,14,1208.8,35997.08,43520373,35997.08,43520373,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001631,HKP,MTM,,,KAI 직구매 자재,CTS,20,4.84,EA,2016-03-15,105,105,1186.5,508.2,602996,508.2,602996,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001591,HKP,MTM,,,KAI 직구매 자재,CTS,100,201.26,EA,2016-03-15,54,54,1186.5,10868.04,12900316,10868.04,12900316,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001627,HKP,MTM,,,KAI 직구매 자재,CTS,70,48.88,EA,2016-03-15,56,56,1186.5,2737.28,3248819,2737.28,3248819,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001632,HKP,MTM,,,KAI 직구매 자재,CTS,40,13.48,EA,2016-03-15,105,105,1186.5,1415.4,1679605,1415.4,1679605,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001516,HKP,MTM,,,KAI 직구매 자재,CTS,60,8.04,EA,2016-03-15,107,107,1186.5,860.28,1020820,860.28,1020820,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001522,HKP,MTM,,,KAI 직구매 자재,CTS,90,88.38,EA,2016-03-15,54,54,1186.5,4772.52,5665551,4772.52,5665551,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001546,HKP,MTM,,,KAI 직구매 자재,CTS,80,41.46,EA,2016-03-15,54,54,1186.5,2238.84,2657693,2238.84,2657693,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001555,HKP,MTM,,,KAI 직구매 자재,CTS,50,104.08,EA,2016-03-15,56,56,1186.5,5828.48,6917836,5828.48,6917836,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001564,HKP,MTM,,,KAI 직구매 자재,CTS,30,34.44,EA,2016-03-15,110,110,1186.5,3788.4,4496356,3788.4,4496356,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001573,HKP,MTM,,,KAI 직구매 자재,CTS,120,116.07,EA,2016-03-15,50,50,1186.5,5803.5,6889348,5803.5,6889348,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001576,HKP,MTM,,,KAI 직구매 자재,CTS,110,138.07,EA,2016-03-15,54,54,1186.5,7455.78,8850272,7455.78,8850272,,,X
4000000184,HF0002,"AMI Metals, Inc.",USD,US,2016-03-15,9545K2001582,HKP,MTM,,,KAI 직구매 자재,CTS,130,156.53,EA,2016-03-15,54,54,1186.5,8452.62,10033711,8452.62,10033711,,,X
4000000185,BTC,Boeing Tianjin Composites,USD,CN,2016-03-16,BACB30LH2-6,H2A,MTC,,,"BOLT, 100 DEG CROSS",H/W(HR),30,1.27,EA,2016-03-16,120,120,1189.2,152.4,180728,152.4,180728,,,X
4000000185,BTC,Boeing Tianjin Composites,USD,CN,2016-03-16,BACB30YP5K2,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),20,0.57,EA,2016-03-16,100,100,1189.2,57,67773,57,67773,,,X
4000000185,BTC,Boeing Tianjin Composites,USD,CN,2016-03-16,BACB30YP5K4,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),10,0.57,EA,2016-03-16,99,99,1189.2,56.43,66584,56.43,66584,,,X
4000000183,HF0018,"HUB Metals & Trading, Inc.",USD,US,2016-03-08,9545H2000057,H2A,MTE,Al,sheet,AL BARE SHEET,원자재(OR),10,0.081,SI,2016-03-16,6912,6912,1189.2,559.872,665840,559.872,665840,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACC30AB6C,H2A,MTC,,,"COLLAR, PRELOAD(B)",H/W(HR),80,2.05,EA,2016-03-18,2160,2160,1174.5,4428,5202900,4428,5202900,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACR15FT5AD2C,H2A,MTC,,,Rivet,H/W(HR),90,0.05,EA,2016-03-18,3980,3980,1174.5,199,233825,199,233825,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACR15FT6AD3C,H2A,MTC,,,Rivet,H/W(HR),100,0.05,EA,2016-03-18,3980,3980,1174.5,199,233825,199,233825,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACR15FT6AD4C,H2A,MTC,,,Rivet,H/W(HR),110,0.08,EA,2016-03-18,3980,0,1174.5,318.4,373650,0,0,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACR15FT6AD5C,H2A,MTC,,,RIVET(B),H/W(HR),120,0.03,EA,2016-03-18,3850,3850,1174.5,115.5,136300,115.5,136300,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACR15FT6AD6C,H2A,MTC,,,RIVET(B),H/W(HR),130,0.06,EA,2016-03-18,960,960,1174.5,57.6,68150,57.6,68150,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACR15FT6AD7C,H2A,MTC,,,RIVET(B),H/W(HR),140,0.06,EA,2016-03-18,440,440,1174.5,26.4,30550,26.4,30550,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACR15FT6AD8C,H2A,MTC,,,Rivet,H/W(HR),150,0.05,EA,2016-03-18,440,440,1174.5,22,25850,22,25850,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACB30NX6K2,H2A,MTC,,,BOLT,H/W(HR),10,1.15,EA,2016-03-18,90,90,1174.5,103.5,122200,103.5,122200,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACB30NX6K3,H2A,MTC,,,BOLT(B),H/W(HR),20,1.11,EA,2016-03-18,90,90,1174.5,99.9,117500,99.9,117500,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACB30NX6K4,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),30,0.77,EA,2016-03-18,870,870,1174.5,669.9,787250,669.9,787250,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACB30NX6K5,H2A,MTC,,,"BOLT, HEX DRIVE(B)",H/W(HR),40,0.95,EA,2016-03-18,1040,1040,1174.5,988,1160900,988,1160900,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACB30NX6K6,H2A,MTC,,,BOLT,H/W(HR),50,0.95,EA,2016-03-18,180,180,1174.5,171,200925,171,200925,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACB30NX6K7,H2A,MTC,,,BOLT,H/W(HR),60,0.85,EA,2016-03-18,180,180,1174.5,153,179775,153,179775,,,X
4000000180,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-06,BACB30NX6K8,H2A,MTC,,,BOLT,H/W(HR),70,1.1,EA,2016-03-18,180,180,1174.5,198,232650,198,232650,,,X
4000000192,HF0003,SERVICE STEEL AEROSPACE CORP.,USD,US,2016-03-23,9510H2000007,H2A,MTE,Fe,ROD,STEEL BAR,원자재(OR),10,7.825,IN,2016-03-23,40,40,1159.5,313,363080,313,363080,,,X
4000000190,HF0013,"PRC-DeSoto International, Inc.(JAPAN)",USD,US,2016-03-23,8010H2000020,H2A,MTF,,,PRIMER,페인트상온자재(PR),10,122.05,ML,2016-03-25,2,2,1167.1,244.1,284748,244.1,284748,,,X
4000000187,HD0008,GV엔지니어링,KRW,KR,2016-03-23,6850H2000012,H2A,MTF,,,Sol Gel,페인트상온자재(PR),10,53000,ML,2016-03-25,11,0,1,583000,583000,0,0,,,X
4000000190,HF0013,"PRC-DeSoto International, Inc.(JAPAN)",USD,US,2016-03-23,8010H2000024,H2A,MTF,,,TOP COAT,페인트상온자재(PR),20,172.09,ML,2016-03-25,12,,1167.1,2065.08,2409855,0,0,,,X
4000000194,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-25,BACB30FN5A6,H2A,MTC,,,BOLT,H/W(HR),10,2.38,EA,2016-03-25,160,160,1167.1,380.8,444627,380.8,444627,,,X
4000000189,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-23,BACB10AB5M,H2A,MTC,,,BEARING,H/W(HR),10,23.51,EA,2016-03-25,6,6,1167.1,141.06,164547,141.06,164547,,,X
4000000193,HF0033,The Boeing Company (TMX),USD,US,2016-03-23,9549H2000038,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),70,1.86,IN,2016-04-05,2736,2736,1147.8,5088.96,5842172,5088.96,5842172,,,X
4000000153,HF0033,The Boeing Company (TMX),USD,US,2016-02-04,9549H2000037,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),70,1.571,IN,2016-04-05,1416,1416,1147.8,2224.536,2554300,2224.536,2554300,,,X
4000000153,HF0033,The Boeing Company (TMX),USD,US,2016-02-04,9549H2000026,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),10,0.172,IN,2016-04-05,5760,5760,1147.8,990.72,1137668,990.72,1137668,,,X
4000000153,HF0033,The Boeing Company (TMX),USD,US,2016-02-04,9545H2000034,H2A,MTE,Al,Plate,AL PLATE,원자재(OR),40,0.311,SI,2016-04-05,21024.75,21024.75,1147.8,6538.697,7506772,6538.697,7506772,,,X
4000000153,HF0033,The Boeing Company (TMX),USD,US,2016-02-04,9545H2000035,H2A,MTE,Al,Plate,AL PLATE,원자재(OR),50,0.373,SI,2016-04-05,21024.75,21024.75,1147.8,7842.232,9002616,7842.232,9002616,,,X
4000000153,HF0033,The Boeing Company (TMX),USD,US,2016-02-04,9545H2000035,H2A,MTE,Al,Plate,AL PLATE,원자재(OR),50,0.373,SI,2016-04-05,14016.5,14016.5,1147.8,5228.155,6001744,5228.155,6001744,,,X
4000000153,HF0033,The Boeing Company (TMX),USD,US,2016-02-04,9545H2000039,H2A,MTE,Al,sheet,AL BARE SHEET,원자재(OR),20,0.016,SI,2016-04-05,41472,41472,1147.8,663.552,762272,663.552,762272,,,X
4000000165,HF0004,(UAC)UNIVERSAL ALLOY CORPORATION,USD,US,2016-02-18,9549H2000025,H2A,MTE,Al,Extrusion,AL EXTRUSION (N),원자재(OR),10,1499,EA,2016-04-08,28,28,1154.5,41972,48477660,41972,48477660,,,X
4000000189,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-03-23,BACB10AB5M,H2A,MTC,,,BEARING,H/W(HR),10,23.51,EA,2016-04-08,3,3,1154.5,70.53,82005,70.53,82005,,,X
4000000200,HF0006,Boeing Distribution Services Inc. (BDSI),USD,US,2016-04-12,BACR15FT5AD4C,H2A,MTC,,,RIVET(B),H/W(HR),10,0.03,EA,2016-04-12,3980,3980,1149.2,119.4,136731,119.4,136731,,,X
4000000201,BTC,Boeing Tianjin Composites,USD,CN,2016-04-15,69B16373-1,H2A,MTC,,,"SCUPPER - CAVITY DRAIN, FAIRINGS",H/W(HR),10,0,EA,2016-04-15,30,30,1153.4,0,0,0,0,,,X
4000000193,HF0033,The Boeing Company (TMX),USD,US,2016-03-23,9549H2000028,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),20,2.57,IN,2016-04-22,4032,4032,1134.9,10362.24,11760870,10362.24,11760870,,,X
4000000193,HF0033,The Boeing Company (TMX),USD,US,2016-03-23,9549H2000027,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),10,2.884,IN,2016-04-22,4752,4752,1134.9,13704.768,15555175,13704.768,15555175,,,X
4000000193,HF0033,The Boeing Company (TMX),USD,US,2016-03-23,9549H2000033,H2A,MTE,Al,Extrusion,AL EXTRUSION,원자재(OR),30,2.525,IN,2016-04-22,6192,6192,1134.9,15634.8,17745725,15634.8,17745725,,,X
